rowid,Score,log_n,visitor_avg,visitor_var,pageview_avg,pageview_var,is_conservative
42,NA,12.32818438845064,3.9002733445022484,5.16386324097327,3.9731209558811447,5.385130966903458,0
43,NA,12.32025200784733,3.4961879895561356,5.019595870234562,3.4499573187356773,4.898564403874467,0
44,NA,12.312748413977603,3.7578957956145644,5.228272324720127,3.859674546120706,4.890231572769871,0
45,NA,12.30689889620096,3.726138922570587,5.760919202457562,4.140637516362855,6.349135402422463,0
46,NA,12.295771806151118,3.2555325034578146,4.975502529087426,3.6134277760138582,5.8128981296386835,0
47,NA,12.2406496774355,3.3125235050770967,5.045812664013903,2.9146931197393178,2.518144920393422,0
48,NA,12.230280443116623,3.5020964360587,4.2997159809100225,3.8069310581540887,3.4278127010469923,0
49,NA,12.186314752151501,3.394051535087719,5.127361458070758,3.4910066101181263,3.517125962311166,0
50,NA,12.159888876559561,3.881699716713881,5.1550877724670165,4.38850968097896,5.767636731568944,0
51,NA,12.159760440418045,3.5756924546322826,5.2819117592553955,3.444425634494774,4.960834191032337,0
52,NA,12.145893588685352,3.2738944365192584,3.8934460974118394,2.429845945519133,3.197319159834739,0
53,NA,12.135947262715629,3.5037848830640606,5.243234260611816,3.408026808145972,5.2567387794508,0
54,92.5,12.130472766982798,3.5757728706624605,4.832123724276667,4.05049774099826,4.896629860295638,0
55,NA,12.11501276058139,3.459982107219049,4.94903507194437,3.162649915535866,5.006229008745882,0
56,NA,12.095102233472405,3.748445058742225,5.089575395494835,3.421431444506924,5.661170535764715,0
57,NA,12.090661533221391,3.7206523635095063,5.155364109927692,4.147905481213799,5.67661700696461,0
58,NA,12.068989334534077,2.931168831168831,3.5360207184825136,2.6892613329861046,2.3387532068017625,0
59,NA,12.047622702403928,3.9141835518474375,4.560311527409729,4.487386117246493,4.492293995077758,0
60,NA,12.044724094117802,4.136802973977695,4.939604354753113,3.969523138879968,4.328200704622495,1
61,NA,12.041185365994242,3.5397379912663753,5.00970464886206,3.8489080175647774,4.387057216275323,0
62,NA,12.033468209731794,3.0123632905373277,3.9522733370343697,2.3439341008816514,3.1073988694909565,0
63,NA,12.012424672054015,3.477862595419847,5.215013759114401,3.782273203910107,5.024859353772601,0
64,NA,12.006456062964977,3.7466145267579116,5.233661951703668,3.408683941360169,4.968616030660906,0
65,NA,12.003178444116513,3.672256225371007,5.362221162584254,3.394434163134539,5.78005737439414,0
66,NA,11.999545339997715,3.449079754601227,4.77484746227778,3.2993943285420326,4.8443440961308895,0
67,NA,11.993002006808476,3.510393258426966,4.975446880988585,3.506470215018606,5.162067918807843,0
68,NA,11.983157364619325,3.5080900886250914,4.905345994160324,3.4580830178130637,4.652528884125636,0
69,NA,11.982658942765964,3.8015161957270847,5.37941169553215,3.7485141931949,5.64251281358636,0
70,NA,11.978125497364577,3.7627181581878943,5.337807170535612,3.432279599963409,5.412528355867669,0
71,NA,11.959903411964508,3.211410411622276,4.744915945960644,3.965049510266018,4.982964547969306,0
72,NA,11.955292208026412,3.7634827810266405,5.613724143233891,3.99717605664315,7.235763689567409,0
73,NA,11.92897416589361,3.535141310286594,5.0912173416933175,3.806999968558897,5.516936977708258,0
74,NA,11.90563888336397,4.907514450867052,2.9595375722543507,6.317911242610356,0.9106829482035165,1
75,NA,11.899302789136199,3.230800653594771,4.745646763677639,3.0767153188442706,4.399356838243142,0
76,NA,11.895926377830932,3.3354448884124355,4.933274726519038,2.9439769933480746,4.200129352655969,0
77,NA,11.871528734163324,3.336948391922214,4.4030712678182615,3.4154758813900044,4.463578562505579,0
78,NA,11.867858976864232,3.628585437607257,5.0089031235838855,2.9462685300288864,2.997470191325221,0
79,NA,11.858205666628601,3.1907983761840324,4.8348203644418195,3.663669285092493,2.282568019666123,0
80,NA,11.81204611652234,3.8778660959951083,5.191165725531356,4.5315578134066055,4.780273534255617,0
81,NA,11.807000384778076,3.838255977496484,4.169576672411376,3.952200797844391,3.5826563320786025,0
82,NA,11.719283427968271,3.730821832649509,5.561580361562297,3.946586289756292,5.828812858426318,0
83,NA,11.695865551667984,3.605916829472509,4.67212578537545,4.0992461591268565,5.060162377857302,0
84,NA,11.690723822587165,3.643727499307671,5.244469028627367,3.631601585402651,5.3729966804105675,0
85,NA,11.658215389492524,3.4665134786751106,5.148567526259417,3.3175999738548287,5.39963531092149,0
86,NA,11.658143672047688,3.290983606557377,4.339435751895139,2.704627520917903,2.682426234320632,0
87,NA,11.654616495709996,3.702192900947779,5.084149079782655,3.418137630460692,5.092983789223296,0
88,NA,11.654421640858375,3.354613277929927,4.718495196578399,3.4496013539758645,4.654087888449736,0
89,NA,11.653498683084988,3.5753363228699553,5.37474761644022,3.1777846648155994,5.330500411964531,0
90,NA,11.650661717673918,3.8994463756920306,5.2261740431902695,4.150599291203759,5.446437337199397,0
91,NA,11.634358292784093,3.860212129453359,5.255038497086664,4.016616040664029,5.044852886604744,0
92,NA,11.624192383987786,3.816287878787879,5.263022378064045,3.609627670834929,5.420191422015971,0
93,NA,11.617578565060763,3.9528059035524286,5.249574600665426,3.9587804099355086,5.513538797383933,0
94,NA,11.61572420836875,3.556371263765076,5.44332026705757,3.3211671698776675,5.3520883307096545,0
95,NA,11.609005869938748,3.6345454545454547,4.824090288974278,2.7911904738516777,3.793252184282023,0
96,NA,11.60463168913954,3.738702460850112,5.289691353649396,4.130035569265637,5.938914562198161,0
97,NA,11.596917193659378,2.35,2.9749373433583823,2.2109300879163603,1.4605603942373002,0
98,NA,11.580791442079,3.703464947622885,5.119996051094976,5.232358245380021,5.402665490445275,0
99,NA,11.579944294819635,3.550948509485095,5.097024039093849,3.2195517181800177,5.090595087774794,0
100,NA,11.57747739241367,3.299550224887556,4.0839080159979675,3.7186166639230116,0.5379315167065473,0
101,NA,11.568953930245142,3.616897305171158,4.271492698629709,4.843847032414688,3.397848358902593,0
102,NA,11.55702183711913,3.4627388070584804,4.933887071938113,3.1230274067410013,4.386535512232376,0
103,NA,11.5274678879279,3.7115847784200384,5.3511074966055,4.046059796892412,5.710129078571469,0
104,NA,11.517180816252704,3.3549295774647887,4.764405090530575,2.565929581054179,4.3486778405745214,0
105,NA,11.50702675982122,3.891416752843847,5.299957342830469,3.9785388494523497,5.689410295579019,0
106,NA,11.503449113880102,3.2,3.738144329896903,3.908717655155767,0.2869364527868769,0
107,NA,11.4973896292766,3.6894390952162617,5.48348215247329,2.9371766365406944,5.261938161984978,0
108,72.5,11.484449098015993,3.419320214669052,4.391036760346413,3.5606352494060625,4.235832408024346,0
109,NA,11.473362579645952,3.280661604077811,4.876277048709645,2.801875006789567,4.327074097849974,0
110,NA,11.461212274872588,3.0799656061908856,2.674322890382299,3.676919779357078,0.899193255815702,0
111,100,11.450322981750837,2.55706311721769,3.687335242064441,1.717555716405197,1.5446460679793377,0
112,87.5,11.430205727075963,2.840496749781702,4.126312503069966,2.6138537747157695,3.1481173888028584,0
113,NA,11.428545878089496,3.320892494929006,4.977145074664694,2.906169045472934,4.645925803002725,0
114,NA,11.426026076361763,3.7634516313680595,5.053096543101703,3.6107519553316956,5.513272859546232,0
115,NA,11.424627979202409,3.7320574162679425,4.529417019200629,3.810573808682503,3.6544991858604243,0
116,NA,11.408021110875245,4.079452054794521,4.243670028601538,3.8420831301101823,4.811807184185715,1
117,NA,11.405059458608768,3.654663341645885,5.295335643334262,2.8966608861378913,5.023313112228079,0
118,NA,11.384034009991334,3.669412205166604,5.323174354903069,3.2582385323127157,5.271265232003577,0
119,75,11.379757483754982,3.6102144829050755,4.857608300599538,3.7802991897755156,4.8704595789309435,0
120,NA,11.377422889950632,3.5156685236768803,5.058086336909096,3.2735098992012466,5.302812493561266,0
121,NA,11.367439012894234,3.836916395222584,5.593510906344951,3.4060016276071856,5.68566220540045,0
122,NA,11.362351920433747,3.603113903305108,5.065104125342616,3.688850773633297,5.802676486988935,0
123,NA,11.360107480716575,3.598447167293461,5.136479024962596,3.694102361315106,6.013244076345185,0
124,NA,11.358193566951535,3.630440251572327,5.358861783985885,3.502154305029839,5.427221206679609,0
125,NA,11.351752061041095,3.19621273166801,4.502294740954064,3.375938531136684,4.449018489954599,0
126,NA,11.35050579827564,3.4790299572039944,4.900758653689435,3.539578738899387,4.8261111825441345,0
127,NA,11.336132348384945,3.699388709097447,4.946290993095415,3.379762186986311,3.3833880593250987,0
128,NA,11.326939018612372,4.360374414976599,4.840239859594343,4.651973532711648,1.649210177081485,1
129,NA,11.31905743575175,3.0964426877470355,4.239109170961109,2.9571671486375437,5.618436274190252,0
130,NA,11.316649144447048,3.356902356902357,4.027595777595773,3.087010144703641,3.0782266496215818,0
131,NA,11.31417418168092,3.6990825688073397,5.365109836053472,4.01397140892231,6.402171230019426,0
132,NA,11.312256616573485,3.169739351557533,4.644984904493747,3.554576812728909,5.129852559830188,0
133,100,11.309857769986374,2.540260667737904,3.6927365805592003,1.7292861231073418,1.3990408608985396,0
134,NA,11.29970720072499,3.7906905055487052,5.337304610936594,3.7442993863791316,5.61684022807983,0
135,NA,11.283146603142937,3.9600840336134455,5.371696312594452,2.8883941884460773,4.137780326669076,0
136,NA,11.255915576835582,3.4527196652719665,5.155596591788064,2.9449446385789595,4.895531798460502,0
137,NA,11.23476122917269,3.32972972972973,3.598300739764147,3.8474674427272206,0.7749974084196517,0
138,NA,11.229526450155136,3.6355089249216515,5.195964346438289,3.4698503705143358,4.878611692824592,0
139,NA,11.229135750588025,2.240740740740741,2.689040341456707,1.0151795787453832,0.0486363647975783,0
140,NA,11.229040632400249,3.2587968217934167,4.473857187080831,2.0849252882196323,3.2723917874476527,0
141,NA,11.219232838910436,3.6214026264319643,5.477920782228947,3.4414070424102032,5.736316042441227,0
142,NA,11.207580738301619,3.54234693877551,4.902518603767157,3.380252018612447,4.570474952660844,0
143,NA,11.203808951714526,4.047822803926504,4.4921736322394,4.394042804874694,3.009974002624291,1
144,NA,11.191466383978133,3.816094885856396,5.210817452219866,4.067360416089947,5.8708445402307765,0
145,NA,11.1830927441453,3.883417813178856,5.647396065137099,4.017727821363911,5.784048600459699,0
146,NA,11.181943235291149,3.8700275699094133,4.728569384582412,3.845408793317366,4.710884277172406,0
147,NA,11.17740054412661,3.8154761904761907,2.443461265103058,4.272861824301052,0.9472435818108684,0
148,NA,11.167221666999232,3.708634393063584,5.305397394275221,3.747987422104543,5.884783506507088,0
149,NA,11.162180245799828,3.1763907734056986,4.112789137077149,3.014632747652322,4.213116051132387,0
150,NA,11.141368363436056,4.460648148148148,4.114258294194494,5.1055835794055415,3.303264223651309,1
151,NA,11.128783467835433,3.6611789697291557,5.246457057750887,4.195959620383244,7.035866888776305,0
152,NA,11.120109586119233,4.252992700729927,5.047534479432427,4.308667551304419,3.5432541845284637,1
153,57.5,11.118415248924705,5.607336287543082,2.0100225015097384,5.339315120980891,1.7741277869897738,1
154,77,11.110287789891379,3.952013352806176,4.848281108335865,3.6231401442758018,2.8716156680237885,0
155,NA,11.109865182449761,3.2656700760555992,4.717701000250707,3.5197114126167,4.492402228906485,0
156,NA,11.105707640589959,3.749119718309859,5.339642632373594,3.6807213298088652,4.996060825758947,0
157,NA,11.10016547356049,3.9562852538275584,5.019043703421683,4.040250982085759,4.972876080975259,0
158,NA,11.094441773281575,3.6610435464888194,4.964341296768606,4.906053113405831,3.8558383224670454,0
159,NA,11.077074889222322,3.707043756670224,5.156522702836135,4.103141435120952,6.290487596131476,0
160,NA,11.076385541489499,3.9580209895052474,5.504613034818041,3.807752454349352,5.462879130958232,0
161,87.5,11.066853139329394,2.3139737991266376,2.9888646526594966,1.8604923634498,1.2683142058522812,0
162,NA,11.054175471554972,3.792403248924988,5.190107150135206,3.748226185052262,5.521216189828703,0
163,NA,11.052925662919785,3.017050123253903,4.372217965845427,2.822539171890448,2.820673561095295,0
164,NA,11.049181913790601,3.4196674086683254,5.006281555162053,2.1487232921315442,3.4490408991048422,0
165,NA,11.043368482958067,3.6080178173719375,5.046443192840114,3.303687154943948,4.2436701011655975,0
166,NA,11.035679141218536,3.7495750708215296,5.269658362880866,3.0227280923549142,5.734374639046788,0
167,NA,11.023299952168323,3.8621742671009773,5.23390184867182,3.8128001273248597,5.182701612660452,0
168,NA,11.022790942004729,3.6183256427158867,5.347699261845623,3.4653004330583372,5.7243617353311755,0
169,NA,11.021601018527232,3.7388439652590595,5.297206051629275,3.4423717467828494,5.173989273541879,0
170,NA,11.016129235789139,3.2423312883435584,3.6861930206478104,3.4375792839837294,2.372452701689008,0
171,NA,11.008289618663618,3.5928919529299894,5.217624220016956,3.4765187066939465,5.065066569645192,0
172,NA,10.997472799067758,3.5247752456617185,4.846677986907108,3.4681402033879336,4.719550355030025,0
173,NA,10.989143131563925,3.6836130306021717,5.398615285242491,3.6062847528653954,5.7509494651288495,0
174,NA,10.98573226440436,3.505968889424816,5.056796254217701,3.33897831903147,4.937877864871704,0
175,NA,10.971561272171023,4.033601680084004,5.514976974338898,3.951937604578538,6.073001315279587,1
176,NA,10.970289202603233,3.3523573200992556,4.748258097382153,2.7567483325002313,2.8649519668375865,0
177,NA,10.966596784285867,3.579242636746143,5.143289904995823,3.5306092716378124,4.513676042627732,0
178,NA,10.966044535574788,3.7899073120494338,5.0918980326371965,3.8027176269656557,4.927851091080151,0
179,NA,10.93977199883919,3.211022331489449,4.75013258167344,4.236165932038892,5.11684021215142,0
180,100,10.939322813449328,2.1015813454837846,2.8290886514911118,2.1354140368869463,3.13841552673138,0
181,NA,10.9328133929568,3.8632478632478633,5.184059968261967,4.12414995479955,4.929739271058196,0
182,NA,10.931363483395524,3.7730007336757154,5.135872047988598,4.024797740632224,5.331554020392155,0
183,NA,10.912335192977697,2.55078125,2.600155944227006,2.172016734612678,0.6785141781413289,0
184,NA,10.912047843263666,3.8137860082304527,4.499531927421214,3.431062025850444,4.795354401454278,0
185,NA,10.903404803751924,3.8001695274422547,5.354506117926415,3.9141424020063718,4.45439040819967,0
186,NA,10.884945890320108,3.5108651911468813,4.816645860269696,3.1151764480310007,4.774172618075768,0
187,NA,10.877599546334109,3.8879559930515346,5.415476098844738,4.368903009755185,5.68569645453615,0
188,NA,10.876959579810137,3.3826503459286856,4.580337806856933,2.886924735412219,4.224768830174199,0
189,NA,10.854471005686367,3.5576849367573784,5.349269088371875,2.718749907256545,4.813750758525527,0
190,NA,10.85373045925421,3.2395650648895122,4.692413003747651,2.5904135563250033,2.925984863619146,0
191,NA,10.84919188076624,3.6426415094339624,5.404523031119003,3.255186992880903,5.527598845097081,0
192,NA,10.843743038890816,3.8369028006589785,4.84650980246159,4.8169620365643375,4.432920835468656,0
193,NA,10.84218454604546,3.8024830699774266,5.005383369114804,4.280957720385341,4.486584454130208,0
194,NA,10.8403570996548,3.493449781659389,3.9747928869693263,2.184342014533496,2.753708751711856,0
195,NA,10.834998564884106,3.9559794570799705,5.172803793997697,3.231549207550617,5.946679672569427,0
196,NA,10.827723789588267,3.5600505689001265,5.110349420549764,3.5906368600573284,4.7710305598679765,0
197,NA,10.82519306999022,3.5888544891640866,5.310622100220089,3.6008556511568206,5.242060344998909,0
198,NA,10.823411008097796,3.5317860746720484,5.17966059919026,3.010483190745873,4.854980347246541,0
199,NA,10.815030884098409,3.213793103448276,4.160030481996593,4.224984553669531,5.637707720567846,0
200,NA,10.8114912495528,4.2696879643387815,5.043199456464683,5.056735894367479,3.009480033828752,1
201,NA,10.800037869639874,3.391831683168317,4.743342108068894,3.4316840405864024,4.233962487630916,0
202,NA,10.798857257145098,3.6538461538461537,5.064351699602275,6.193050805334974,4.020979176474191,0
203,NA,10.793998367472993,3.5905601364799544,5.094541125293251,3.3802215066944052,5.250341095414813,0
204,NA,10.775074249862877,3.7112778315585673,5.0178054836719435,3.635149743862756,4.854688572407312,0
205,NA,10.766548287678264,4.221957514393488,5.2481833794496335,4.433920832129442,4.403979791373697,1
206,NA,10.762899465099405,3.7772954924874793,5.3249143741824225,3.784509517932608,5.62931836801405,0
207,NA,10.762002899870014,3.5840312674483528,5.726391116586938,3.4498113852762966,6.271528322532426,0
208,NA,10.761408034827467,3.0250138966092273,4.310274958093762,2.6900557664108455,3.7725658262221593,0
209,NA,10.758558059773721,3.5857784826856993,5.220495738331219,3.560773326430446,5.103929471654942,0
210,NA,10.74335775548143,3.388963660834455,5.445538412424294,2.964465392622692,6.695651543703421,0
211,NA,10.73473375663513,3.4131643605327815,4.774565425258425,3.3482163305989863,4.035462816065459,0
212,NA,10.733623883169185,3.9030390738060783,4.235512489775331,5.008019958396842,2.77202681805345,0
213,NA,10.730185999544203,3.7658210583742497,5.357101999349344,3.4680682350735776,5.019590541412022,0
214,NA,10.728629246032495,3.972340425531915,5.51280558921133,3.8616549472977884,4.962867454344286,0
215,NA,10.72762005879964,3.835132769185877,5.231129601456579,4.160423384122568,5.849467178651936,0
216,NA,10.727552963048918,3.5353327855382086,4.326124693976186,3.3268272705589035,3.815888249142172,0
217,NA,10.721608591870552,3.6636170776982233,5.276435025344432,3.1086324067711733,4.442887364894424,0
218,NA,10.703917846531391,3.75531914893617,5.335117305255688,4.223915050784857,6.300956504434275,0
219,NA,10.697864989045444,3.1717171717171717,4.867525539666992,4.6189268392592835,3.0251240850246397,0
220,NA,10.684125389296693,3.6675324675324674,5.366976363467586,3.7019292703125477,5.303152531430563,0
221,NA,10.681415681807511,3.3336663336663337,5.109149344992268,2.7670603231156705,5.0583304823246324,0
222,NA,10.669518198624603,3.5998797836104988,5.056905797168193,3.836261454875996,7.078929414322164,0
223,NA,10.66917169498812,3.8001341381623073,5.421771794075464,5.626231969930662,4.268531247901026,0
224,NA,10.659237052712507,3.426468883995828,4.8021087745588025,2.881416466333342,3.3813451394845977,0
225,NA,10.654560105192964,3.551200391964723,4.519068411293962,3.5947494609225386,3.213981961824166,0
226,NA,10.650215177782025,3.768617021276596,4.308574383092029,3.5784105056770317,2.8940862543810835,0
227,92.5,10.625672402956237,3.4485514485514486,4.977452522498399,3.6316462555543514,5.878995755807161,0
228,NA,10.62512398519931,3.550436854646545,5.358940588020611,3.5832855281472487,5.878605676081372,0
229,52,10.617967122352727,1.730417317563044,1.5130232409856643,1.453567967969188,0.7230591896250472,0
230,NA,10.615102144258007,3.5741026205681568,4.9877344643563895,3.6970446299201285,4.009099385870556,0
231,NA,10.611349539753135,3.722423802612482,5.2787712607506085,3.7858877470269743,6.2078523395991585,0
232,NA,10.609557760114592,3.824402308326463,5.194719745710245,3.828286555774493,5.072594243530009,0
233,NA,10.606804144536294,3.8945147679324896,5.3672848591894775,2.9983933899472115,5.377642587498194,0
234,NA,10.606659426881922,3.4342624411352936,5.099324917368726,3.2426285619208723,4.9707755949109815,0
235,NA,10.602140850771299,2.9774859287054407,3.984454569820427,2.3006482161082813,1.2028771601385764,0
236,NA,10.59257037020207,2.6705672856779445,3.984830695916561,2.2115950574025254,2.856623217438741,0
237,NA,10.586073461516907,3.342548076923077,5.11057201019111,3.0049272211782116,4.5981796603397225,0
238,NA,10.585215177761084,3.261569416498994,4.3585014619438684,3.13620751540798,2.94620943258251,0
239,NA,10.582035527560857,3.610519821070492,5.3914783320273445,3.561961840371283,6.039631193868429,0
240,NA,10.570260179819234,3.864879356568365,5.420729202389438,4.325140990477364,5.921002187431617,0
241,NA,10.562346453503226,3.3680781758957656,4.108889068200004,3.697083863538448,3.725111883113738,0
242,NA,10.56079557701456,3.8423625254582485,5.4392804797686924,4.037594524893376,6.0836325169559675,0
243,NA,10.554274357482413,3.0972316002700877,3.898647736189938,2.7023492092390513,3.158013450881428,0
244,NA,10.549815499866103,3.413964659461314,4.912852312409312,3.4542273479935552,5.114405201302138,0
245,87.5,10.54791761134848,3.6818856718634003,5.159441522757803,3.945275809918013,5.603405778614821,0
246,NA,10.545114276150443,2.9749679075738125,4.01670866670644,3.1935387925134853,2.499342717542902,0
247,NA,10.544295147653438,3.576976421636616,5.089911410773207,3.448924588870012,5.167485054934681,0
248,NA,10.539347049555921,3.344407530454042,4.675777571223011,2.1140165215570157,3.9244527991619087,0
249,NA,10.537550850209357,3.6243961352657004,5.079565684334465,3.6390804805919994,5.372264601404728,0
250,87.5,10.530680258658423,3.783701447067784,4.837768541689268,2.3890050748058558,1.4900137302024636,0
251,NA,10.52605790699407,3.7551811288963775,5.367926892532323,3.709867139151831,5.813677024485034,0
252,NA,10.524580166760739,3.6432432432432433,3.100293772032905,3.5152027402744723,1.1251442186663938,0
253,NA,10.520325351614506,3.4753872633390706,5.040113701559517,3.2068138365670587,3.073080961519355,0
254,NA,10.510940174938145,3.730654420206659,5.17801048114429,4.156257157949356,6.505255591877576,0
255,NA,10.503864377506515,4.110127826941986,5.879592208053629,4.285722451602181,6.389078937141281,1
256,NA,10.49839566962975,3.667647539643616,4.877587875751626,3.653519827380783,4.994390422873195,0
257,NA,10.492497085982828,3.7308713492638184,5.372023552493974,3.7699995442171517,6.045635898699982,0
258,NA,10.483316779081301,3.6769285208775653,5.276472828163297,2.940307445589342,5.395490734934799,0
259,NA,10.479805167947179,2.26,2.983782234957001,1.0493000988208656,0.20521804336805474,0
260,NA,10.472130365256202,3.8383102694828843,5.191431432607104,4.240847329220657,5.1666253256983925,0
261,NA,10.47170547819267,3.5740308267164878,5.349306595311049,3.198266358882555,5.327939708955899,0
262,NA,10.468969694950438,4.223234624145786,5.8267648557847345,5.408466826078879,2.6517305697974733,1
263,NA,10.464320696391566,3.3059815950920246,4.871433328391449,3.3846148948497716,4.198077074715651,0
264,NA,10.458453548026917,3.853902953586498,5.154065480423831,3.8351692645783984,4.454137459547088,0
265,NA,10.450809361006083,3.653469079939668,5.205181250033598,3.7363583014903843,5.402828886299902,0
266,NA,10.444669939096967,5.6395348837209305,2.2469912225137993,6.928434298040625,0.17605397496601363,1
267,NA,10.43640135283508,2.664593301435407,2.994676833080988,2.3094252790080008,1.9784248326602238,0
268,NA,10.427723140753333,3.521978021978022,3.4995142978568357,3.1095515035848766,1.47444127337857,0
269,NA,10.425701041637897,3.4795580110497237,4.714459981420837,3.7674069065372136,3.53624144339594,0
270,NA,10.425252052924057,3.1959361393323658,5.56765787963687,3.3179963254696143,5.594154781417323,0
271,NA,10.422790016798428,4.4812925170068025,4.617259409080558,5.776776575828501,1.50283477890196,1
272,NA,10.422115364729416,3.4625648628613788,4.972337759941486,3.2610114353069717,4.98776503133786,0
273,NA,10.418847229921283,2.548780487804878,3.450127411721902,2.1582121793889577,0.6393627159498595,0
274,NA,10.416474290445766,4.303232998885173,5.7851792681955265,5.220997788363389,5.8674707975452955,1
275,NA,10.413260973309702,3.47536231884058,5.061426701727864,3.3258866463422128,4.837372276185982,0
276,NA,10.407753859087858,3.4107184107184105,4.697722427389771,2.7144355955566892,4.715004594866979,0
277,NA,10.406774186610228,3.6456876456876457,4.924491300220565,3.2359712425762086,4.815887679090381,0
278,NA,10.396265030214249,3.366830639494027,4.350572718835526,3.0868977356455423,3.0681754000223953,0
279,NA,10.394538701255737,3.3248601931875954,5.315063243414723,3.28683667755267,6.050626007447768,0
280,NA,10.39169425167118,3.807046979865772,5.258504878461438,5.330524758431864,4.4397545750220955,0
281,NA,10.377897449041715,3.7852536543422186,5.372278735903504,2.8142224877134865,5.617259581256035,0
282,NA,10.37004740064194,3.825115562403698,5.110058753499514,3.6522326073696676,5.608059311686212,0
283,NA,10.369270908630916,3.2456896551724137,5.222443583823659,2.5282091801918805,4.472991549209339,0
284,NA,10.369221974127274,3.598717948717949,5.3804861591125945,4.057762563824212,6.0081289041125405,0
285,NA,10.344102381370918,3.4637914386868363,5.119342091710258,2.70852674696894,3.0970959819595594,0
286,NA,10.3423336122034,3.26309067688378,4.516372532687923,3.308426308095791,3.3241867040260575,0
287,NA,10.341465447238766,3.6760110294117645,4.79732832715953,3.8493940184521973,3.9185301176506604,0
